source_id,timestamp,text,n_comment,url
post_9d95f4b622e6ca708d705485052f81fb,2023-11-08T17:18:00.000000,"เงินฝากออมทรัพย์ที่ แคร์คุณมากกว่า เพราะมาพร้อมประกันอุบัติเหตุ
เงินฝาก Krungthai Care Savings
รับความคุ้มครองประกันอุบัติเหตุ 25 เท่า
ของยอดเงินฝากคงเหลือ 1 วัน ก่อนประสบอุบัติเหตุ*
เปิดบัญชีขั้นต่ำเพียง 1,000 บาท
เปิดรับฝากตั้งแต่วันนี้ที่ธนาคารกรุงไทยทุกสาขา หรือจนกว่าจะมีประกาศเปลี่ยนแปลง
รายละเอียดเพิ่มเติม: https://krungthai.com/link/krungthaicare-savings-facebook
*หมายเหตุ : อัตราดอกเบี้ย และเงื่อนไขเป็นไปตามที่ธนาคารกำหนด
#กรุงไทย #เงินฝากออมทรัพย์แบบมีประกัน #เงินฝากกรุงไทย #ประกันอุบัติเหตุ #เงินฝากออมทรัพย์",25,https://www.facebook.com/krungthaibank/posts/pfbid028rvKgmb9MvPujS8HhoYXexYJdD9q1pA6JnJJZqq1TD6aB8L73PDjVzH5qTXeG8KFl
post_6247c265d99c1d1f1b67fe6c228c46be,2023-11-07T09:53:00.000000,"ดีต่อใจในวันที่ช็อต..กู้ ‘กรุงไทยใจป้ำ’
ผ่านแอปเป๋าตัง สมัครง่าย อนุมัติปั๊บ รับเงินก้อนทันที!!
• อนุมัติไว ไม่ต้องมีคนค้ำ
• รับเงินเข้าบัญชีทันที (กรณีได้รับอนุมัติสินเชื่อและกดยอมรับสินเชื่อในเวลาทำการของธนาคาร)
• ผ่อนสบาย หมื่นละ 510 บาท/เดือน* หรือเพียง 17 บาท/วัน* (คิดจากอัตราดอกเบี้ย 20% ต่อปี ระยะเวลา 24 เดือน)
• รายได้ต่อเดือน 15,000 บาทขึ้นไป ก็กู้ได้
• วงเงินกู้สูงสุด 5 เท่าของรายได้ต่อเดือน สูงสุด 1,000,000 บาท*
รายละเอียด คลิก >> https://krungthai.com/link/jaipump-fb
สมัครผ่านแอปเป๋าตัง คลิก >> https://paotang.onelink.me/UDQF/ufvn8gdq
สมัครผ่านแอป Krungthai NEXT คลิก >> https://info.krungthai.com/ilid?extsrc=NT-DGL-FB-KTB-JP
*เงื่อนไขและเกณฑ์การพิจารณาสินเชื่อเป็นไปตามที่ธนาคารกำหนด
#Krungthai #กรุงไทย #KrungthaiNEXT #สินเชื่อออนไลน์ #สินเชื่อกรุงไทยใจป้ำ",283,https://www.facebook.com/krungthaibank/posts/pfbid0bskxFfft7Vvjoszqg5KUbZrKwvv9QvSyu4gdFZ3Udy52h7C8ebuddT6eLFWSFEm1l
post_324761bad54c47102db182ee4af6499a,2023-10-08T20:48:00.000000,"หุ้นกู้ดิจิทัล ของ บริษัท บางจาก คอร์ปอเรชั่น จำกัด (มหาชน) ครั้งที่ 1/2566 ครบกำหนดไถ่ถอนปี พ.ศ. 2569” เสนอขาย หุ้นกู้ชนิดระบุชื่อผู้ถือ ไม่ด้อยสิทธิ ไม่มีประกัน และมีผู้แทนผู้ถือหุ้นกู้
อันดับความน่าเชื่อถือของหุ้นกู้ “A” แนวโน้มอันดับเครดิต “Stable” โดย บริษัท ทริสเรทติ้ง จำกัด เมื่อวันที่ 28 กันยายน 2566 
- หุ้นกู้อายุ 3 ปี อัตราดอกเบี้ย 3.45% ต่อปี
ชำระดอกเบี้ยทุก 6 เดือน
เสนอขายต่อประชาชนทั่วไป
ราคาเสนอขายหน่วยละ 10,000 บาท 
จองซื้อขั้นต่ำ 10,000 บาท ทวีคูณครั้งละ 10,000 บาท 
สูงสุดไม่เกิน 50,000,000 บาท
จองซื้อผ่านช่องทางเดียวผ่านวอลเล็ตซื้อขายหุ้นกู้ บนแอปพลิเคชัน “เป๋าตัง” เท่านั้น
ลงทะเบียนวอลเล็ตซื้อขายหุ้นกู้ ตั้งแต่วันนี้เป็นต้นไป
คาดว่าจะเปิดจองซื้อ วันที่ 30 ตุลาคม -  1 พฤศจิกายน 2566
สอบถามข้อมูลเพิ่มเติมได้ที่ Krungthai Contact Center โทร. 02-111-1111 
หรือ ธนาคารกรุงไทย ทุกสาขา
รายละเอียดเพิ่มเติม : https://krungthai.com/link/bcp-1-2566-fb
คำเตือน: การลงทุนมีความเสี่ยง ผู้ลงทุนควรศึกษาและทำความเข้าใจลักษณะสินค้า เงื่อนไขผลตอบแทน และความเสี่ยงก่อนตัดสินใจลงทุน ทั้งนี้ ผู้ลงทุนสามารถศึกษารายละเอียดได้จากแบบแสดงรายการข้อมูลและร่างหนังสือชี้ชวนที่ www.sec.or.th
หมายเหตุ: บริษัทอยู่ระหว่างการยื่นแบบแสดงรายการข้อมูลและร่างหนังสือชี้ชวนต่อสำนักงาน ก.ล.ต. ซึ่งยังไม่มีผลใช้บังคับ ดังนั้น ข้อมูลจึงอาจมีการแก้ไขเปลี่ยนแปลงได้ การจัดสรรขึ้นอยู่กับดุลยพินิจของผู้จัดการการจัดจำหน่ายหุ้นกู้ เงื่อนไขการจัดจำหน่ายเป็นไปตามที่กำหนดในร่างหนังสือชี้ชวน
#Krungthai #กรุงไทย #หุ้นกู้ #หุ้นกู้ดิจิทัลBCP #หุ้นกู้ดิจิทัลบางจาก",55,https://www.facebook.com/krungthaibank/posts/pfbid07FKxf53MLn5doXNcRuGw5iGsGahHpFk6XqF8bqEYBtXcd49naAo4NjnNYsp3nYCfl
post_fd7fc2aaa4284bb2810d804ddf9e113c,2023-06-26T17:00:00.000000,"โค้งสุดท้ายจ่ายคืนกยศ. ก่อน 5 ก.ค.นี้ ได้ส่งต่อโอกาสการศึกษาให้น้องๆรุ่นต่อไป แถมไม่โดนเบี้ยปรับอีกด้วย
สามารถจ่ายได้ง่ายๆผ่านช่องทางกรุงไทย สะดวก สบาย ไม่ต้องออกไปสาขา
#เช็กได้ทุกยอด ผ่านแอปฯ เป๋าตัง
#จ่ายสะดวกได้ทุกที่ ฟรีค่าธรรมเนียม ผ่านแอปฯ เป๋าตัง หรือ Krungthai NEXT พร้อมรับหลักฐานการชำระเงิน ในรูปแบบ e-Slip
รายละเอียดเพิ่มเติม https://krungthai.com/link/studentloan-paymenttopup-facebook
#Krungthai #กรุงไทย #กยศ",7,https://www.facebook.com/krungthaibank/posts/pfbid02FKqarXbSTJq1E3YXJxJP9cEGc7ji1YMFJssnMXC4MNk8fbtKh8oi3ju6zCUiomMql
post_e00399873de25da07157645615e1b45c,2023-06-23T12:00:00.000000,"สั่งทุกความสด คุ้มเต็มตระกร้า
ลูกค้าบัตรเดบิตกรุงไทย ทุกประเภท / บัตรเดบิต Krungthai FUN / 
บัตร Play และ Krungthai Travel Visa card
• รับส่วนลด 100 บาท 
ระบุโค้ด : KTBN100
เมื่อซื้อสินค้าตั้งแต่ 1,200 บาทขึ้นไป/เซลล์สลิป 
• รับส่วนลด 50 บาท 
ระบุโค้ด : KTBN50
เมื่อซื้อสินค้าตั้งแต่ 600 บาทขึ้นไป/เซลล์สลิป 
เมื่อช้อปสินค้าผ่านแอปพลิเคชัน Tops online หรือ www.tops.co.th และชำระผ่านบัตรฯ
วันที่ 1 มิ.ย. 66 – 31 ธ.ค. 66
จำกัดการรับสิทธิ์ 1 ท่าน/2 สิทธิ์/1 โค้ดส่วนลด/1 หมายเลขเดอะวัน 
ตลอดระยะเวลาของรายการส่งเสริมการขายนี้
สมัครบัตรเดบิต ได้ที่ธนาคารกรุงไทยทุกสาขา และแอป Krungthai NEXT คลิก
https://info.krungthai.com/ZxFK
รายละเอียดเพิ่มเติม คลิก https://krungthai.com/link/tops-online2566-fb
*เงื่อนไขเป็นไปตามที่ธนาคารกำหนด
#กรุงไทย #Krungthai #KrungthaiNEXT #KrungthaiDebitCard #บัตรเดบิตกรุงไทย",0,https://www.facebook.com/krungthaibank/posts/pfbid026ot4RrvoSQ65QDqPZ6j8FhXvBfcyqaBnRf4HSPda5pFK2k1qMY1ys3y7crf1unBel
post_c8f84f6241c128be9ba8d3282587f93c,2023-06-19T08:00:00.000000,"ทุกบาทที่ให้ ช่วยต่อลมหายใจผู้ป่วยระยะท้าย
ธนาคารกรุงไทย ขอเชิญชวนร่วมสบทบทุนการดำเนินงานของ “เยือนเย็น วิสาหกิจเพื่อสังคม”
ภายใต้โครงการ “กรุงไทย x เยือนเย็น เติม ต่อ ลมหายใจผู้ป่วยระยะท้าย”
เพื่อส่งมอบความห่วงใย ร่วมดูแลผู้ป่วยระยะท้าย ผู้สูงอายุ ผู้ป่วยมะเร็ง ผู้ป่วยติดเตียง
ผู้ยากไร้ที่มีปัญหาสุขภาพร้ายแรง และคนพิการ ให้สามารถเข้าถึงระบบสาธารณสุขได้อย่างทั่วถึง
ด้วยการดูแลรักษาแบบประคับประคองที่บ้าน ด้วยทีมแพทย์ผู้เชี่ยวชาญที่จะให้คำแนะนำวิธีการดูแลผู้ป่วยกับครอบครัวอย่างใกล้ชิด
เพื่อการมีคุณภาพชีวิตที่ดีในสภาพแวดล้อมที่คุ้นเคย จนวาระสุดท้ายของชีวิต ท่านสามารถร่วมสมทบทุนได้ผ่าน 2 ช่องทาง
•สแกน QR e-Donation (ลดหย่อนภาษีได้ทันที)
•บัญชีธนาคารกรุงไทย เลขที่ 597-0-51018-1 ชื่อบัญชี มูลนิธิยุวพัฒน์เพื่อโครงการเยือนเย็น
ดูรายละเอียดเพิ่มเติม https://krungthai.com/link/krungthai-yuanyen-fb
#Krungthai #กรุงไทย #เยือนเย็น #กรุงไทยxเยือนเย็น #เติมต่อลมหายใจผู้ป่วยระยะท้าย #บอกบุญ",14,https://www.facebook.com/krungthaibank/posts/pfbid0YjGW9msNy5fwHTV9NFcMrHnrasgoiCzUaJ8caPk1bBrK35AyL4bZH4ASqtGmf4Rel
post_c65568ef8f991941579aef8ac14d8df4,2023-06-17T08:00:00.000000,"เพลิดเพลินกับส่วนลดในวันหยุดครั้งต่อไป
ลูกค้าบัตรเดบิตกรุงไทย วีซ่า / บัตร Play และ Krungthai Travel Visa Card
รับส่วนลด 10% (สูงสุด 770 บาท) 
เมื่อจองรถเช่าตั้งแต่ 3,800 บาทขึ้นไป/เซลล์สลิป 
โค้ดส่วนลด : VISATHCAR
รับส่วนลด 10% (สูงสุด 860 บาท)
เมื่อจองทัวร์เที่ยวต่างประเทศตั้งแต่ 4,300 บาทขึ้นไป/เซลล์สลิป 
โค้ดส่วนลด: VISATHTOURS
เมื่อจองรถเช่า และจองทัวร์เที่ยวต่างประเทศผ่านเว็บไซต์ www.klook.com 
หรือแอปพลิเคชัน Klook และชำระผ่านบัตรฯ ตามที่กำหนด
วันที่ 1 ก.พ. 66 – 30 พ.ย. 66
โค้ดส่วนลดแต่ละชนิดสามารถใช้ได้เพียง 1 ครั้งต่อผู้ใช้ 1 คน เท่านั้น
สมัครบัตรเดบิต ได้ที่ธนาคารกรุงไทยทุกสาขา และแอป Krungthai NEXT คลิก
https://info.krungthai.com/ZxFK
รายละเอียดเพิ่มเติม คลิก  Facebook
https://krungthai.com/link/debit-klook-fb
*เงื่อนไขเป็นไปตามที่ธนาคารกำหนด
#กรุงไทย #Krungthai #KrungthaiNEXT #KrungthaiDebitCard #บัตรเดบิตกรุงไทย",23,https://www.facebook.com/krungthaibank/posts/pfbid0FDiuTAb84R3mzp2rWJzWJQwiEwRvk1uE73EGLfQYmAFstRsssuLvDSnoiB7ta7Sml
post_56e538e463e9c8b7a5e97ec769035bc9,2023-06-13T20:30:00.000000,"ก่อนสร้างหนี้ใหม่แบบปล่อยจอย ทบทวนหนี้เก่าสักหน่อยให้โล่งใจ
.
ว่าหนี้ที่มีเกินขีดจำกัดที่ควรแบกไหม
 หรือเริ่มแบกหนี้ไม่ไหวแล้ว ควรรีบจัดการ!! 
.
ลองนำหนี้ทั้งหมดที่ต้องจ่ายต่อเดือน (หาร) รายได้ต่อเดือน (คูณ) 100 เพื่อให้ได้ % ของหนี้ต่อรายรับ
.
หากระดับหนี้ อยู่ที่ 36% - 42% แนะนำให้..
.
 จ่ายให้มากกว่าขั้นต่ำ ที่ทำให้ดอกเบี้ยพอกพูนและบานปลาย จนสุดท้ายจ่ายไม่ไหว
.
 จ่ายหนี้ดอกเบี้ยสูงก่อน หนี้ที่ควรปิดไม่ใช่หนี้ก้อนใหญ่ แต่เป็นหนี้ที่ภาระดอกเบี้ยสูงจนกระทบรายจ่ายต่อเดือน
.
 จ่ายอย่างมีวินัย ช่วยให้หนี้หมดไวขึ้น รวมถึงช่วยรักษาเครดิตทางการเงิน
.
ส่วนใครที่หนี้สูงเกิน 42% เริ่มตึงมือ เงินไม่พอใช้ แนะนำรวมหนี้ กับ ""สินเชื่ออเนกประสงค์ 5 Plus"" ดอกเบี้ยต่ำ 13.22% ต่อปี*
.
รายละเอียด คลิก >> https://krungthai.com/link/multi-purpose-5plus-sc-fb
.
*เงื่อนไขและเกณฑ์การพิจารณาสินเชื่อเป็นไปตามที่ธนาคารกำหนด
.
#Krungthai #กรุงไทย #KrungthaiNEXT #สินเชื่อออนไลน์",136,https://www.facebook.com/krungthaibank/posts/pfbid0PVNgAX2PJBANvGL79YvHDKkPj9pKiEuP1gzbQxpRvBL4277WQZ1hWTygm2c9TS4Yl
post_4bb1ff4fe34edea35826e7ea89883a11,2023-06-12T17:00:00.000000,"#บัตรที่พ่อค้าแม่ค้าต้องมี!
ช้อปง่าย รูด/แตะจ่ายก็สะดวก ถอน โอน
จ่ายบิลที่ตู้ ATM ทั่วไทย ไม่มีค่าธรรมเนียม
กับบัตรเดบิตกรุงไทย เอสเอ็มอี
รับคูปองส่วนลด 100 บาท สำหรับซื้อสินค้าที่
บิ๊กซี และบิ๊กซี มินิ ตั้งแต่ 1,000 บาทขึ้นไป
เพียงสมัครบัตรเดบิตกรุงไทย เอสเอ็มอี
ระหว่างวันที่ 1 พ.ค. 66 – 31 ก.ค. 66
(จำกัด 1 ท่าน/1 สิทธิ์/1 คำสั่งซื้อ รวมทั้งสิ้น 1,000 
สิทธิ์ตลอดระยะเวลาส่งเสริมการขาย)
สมัครบัตรได้ที่ธนาคารกรุงไทยทุกสาขา และแอป Krungthai NEXT คลิก > https://info.krungthai.com/JPrA
รายละเอียดเพิ่มเติม คลิก https://krungthai.com/link/sme-debit-card-bigc-facebook
*เงื่อนไขเป็นไปตามที่ธนาคารกำหนด
#กรุงไทย #Krungthai #KrungthaiNEXT #KrungthaiDebitCard
#บัตรเดบิตกรุงไทย #SME",51,https://www.facebook.com/krungthaibank/posts/pfbid028TmT6Zwpi51DJcqwUAicPAQkc2gnHr3APmbeQPpBFWfozjyzTPVLHNF9QGitDcRSl
post_fc389f0ab90000a269e3b689c0dd5d05,2023-06-07T12:00:00.000000,"ขยายเวลาโปรฯ สินเชื่อดอกเบี้ยต่ำสุดๆ
เริ่มต้น 4.5% ต่อปี 
 สินเชื่อ SME 
ผ่อนนานสุด 20 ปี 
 กู้ได้สูงสุด 20 ล้านบาท
 ทำธุรกิจหรือเปิดร้านพร้อมจดทะเบียนการค้า
หรือทะเบียนพาณิชย์อย่างน้อย 2 ปี 
 ใช้หลักประกัน 
 สำหรับธุรกิจที่มียอดขายไม่เกิน 100 ล้านบาท
สมัครเลย วันนี้ ถึง 30 มิ.ย. 66 เท่านั้น เพิ่มเติมคลิก https://krungthai.com/link/sme-lowinterestrate-fb
หรือติดต่อ Krungthai Contact Center โทร. 02 111 1111
เงื่อนไขและเกณฑ์การพิจารณาสินเชื่อเป็นไปตามที่ธนาคารกำหนด
#กรุงไทย #KrungthaiSME #กรุงไทยติดปีกให้ธุรกิจคุณ #สินเชื่อSMEดอกเบี้ยเริ่มต้น4.5%ต่อปี",59,https://www.facebook.com/krungthaibank/posts/pfbid02wvJJjqvdB2XNcfzqRYkHuzus1C1GRq2siTdDuy27cMioQpEykeTKMJ9b7uqeDCcml
post_50ed9b37685654db549b2fc3bc847bed,2023-06-06T20:30:00.000000,"ก่อนลงทุนอย่ารีบร้อน รู้ 4 ข้อนี้ไว้ อุ่นใจสุดๆ
.
แบ่งสัดส่วนเงินลงทุนให้เหมาะสม
ควรเริ่มจากจัดสรรเงินให้ดีพอ ไม่สุดโต่งลงทุนจนเงินเดือนไม่พอใช้  
 มีเงินสำหรับจ่ายในชีวิตประจำวัน 50%
 มีเงินสำรองฉุกเฉินเผื่อวิกฤต มากกว่า 6 เท่าของรายจ่าย
—————◦◦—————
มีเป้าหมายการลงทุนและผลตอบแทนชัดเจน
ควรวางแผนการลงทุนที่สามารถวัดผลได้ มีเวลากำหนดชัดเจน เพื่อใช้จัดสัดส่วนสินทรัพย์ให้บรรลุผลในการลงทุนได้ เช่น 
 มองผลตอบแทนระยะสั้น | เลือกลงทุนในสินทรัพย์ที่ได้รับผลตอบแทนสูง แต่มีความเสี่ยงสูงที่ต้องคอยจับเทรนด์การลงทุน รู้จังหวะเข้าออก และยอมรับความเสี่ยงได้มากขึ้น 
 มองผลตอบแทนระยะยาว  | เลือกลงทุนในสินทรัพย์ที่รับผลตอบแทนคุ้มค่า มั่นคง ให้ความเสี่ยงต่ำ-ปานกลาง
—————◦◦—————
ศึกษาสินทรัพย์ที่ต้องการลงทุนอย่างละเอียด
 ศึกษา Fact Sheet ของกองทุนที่สนใจ ดูภาพรวมของการลงทุนทั้งหมด โดยเฉพาะ ผลตอบแทนย้อนหลังที่ควรเพิ่มขึ้นอย่างต่อเนื่องในช่วง 1 – 3 ปีย้อนหลัง 
 ติดตามเมกะเทรนด์ลงทุนในแต่ละปี  เพื่อดูโอกาสโอกาสเติบโตในระยะยาวของแต่ละกองทุน
 สถานการณ์ของโลกที่อาจส่งผลกระทบต่อการลงทุน
—————◦◦—————
ประมวลผลขาดทุนที่รับได้ เมื่อมีความผันผวน
ขึ้นชื่อว่า ""การลงทุน"" ย่อมมีความเสี่ยง ควรมีแผนรับมือความผิดหวัง เมื่อผลตอบแทนไม่เป็นตามใจ
ใจเย็นต่อความผันผวน 
 วิเคราะห์ได้ว่าการลงทุนขาดทุนเพราะอะไร และสิ่งที่ทำให้ขาดทุน จะสามารถดีขึ้นในอนาคตข้างหน้าหรือไม่
 กำหนดงบขาดทุนให้ชัดเจน ว่ารับได้แค่ไหน เพื่อไม่ให้กระทบต่อสถานะทางการเงินในอนาคต
.
ไม่ว่าจะสนใจการลงทุนรูปแบบไหน ก็สามารถลงทุนได้ที่ NEXT Invest บริการด้านการลงทุนใหม่ล่าสุดจากกรุงไทย ใช้งานง่าย มีครบทุกสินทรัพย์ให้เลือกลงทุน เปิดบัญชีง่าย ไม่ต้องใช้เอกสาร พร้อมทั้งมีกูรูด้านการลงทุนมาเสิร์ฟความรู้ แนะนำการลงทุนถึงมือคุณ
.
รายละเอียดเพิ่มเติม https://krungthainext.onelink.me/.../Y230319NEXTInvestsoc...
.
*กองทุนนี้มีความเสี่ยงด้านอัตราแลกเปลี่ยน และไม่ได้ป้องกันความเสี่ยงอัตราแลกเปลี่ยนทั้งจำนวน ผู้ลงทุนอาจขาดทุนหรือได้รับเงินคืนต่ำกว่าเงินลงทุนเริ่มแรกได้ | ผู้ลงทุนควรทำความเข้าใจลักษณะสินค้า เงื่อนไข ผลตอบแทน ความเสี่ยง และศึกษาสิทธิประโยชน์ทางภาษีที่ระบุไว้ในคู่มือการลงทุนของกองทุนก่อนตัดสินใจลงทุน | ขอรับข้อมูลเพิ่มเติมหรือหนังสือชี้ชวนได้ที่ธนาคารกรุงไทยทุกสาขา หรือ บลจ.กรุงไทย โทร 02 686 6100 กด 9
.
#Krungthai #กรุงไทย #NEXTInvest #Krungthainext #แอปลงทุนของคนตัวเล็ก",35,https://www.facebook.com/krungthaibank/posts/pfbid0URqDpt48a27ewZaHRnpZxAvvdZybqUDhneNpRHnMXQQiACLnLPtTapL3KiucRzeAl
post_469987b7e46e8fa95d951f7ffe3f9263,2023-06-06T08:00:00.000000,"รวมโปรโค้ดส่วนลด... สายเที่ยว สายช้อป
กับบัตรเดบิตกรุงไทย
รับส่วนลดสูงสุด 55%*
เมื่อใช้จ่ายที่แอปพลิเคชันหรือเว็บไซต์
Klook, Imperial Hotel, Firster, Sephora และชำระผ่านบัตรฯ
สมัครบัตรเดบิต ได้ที่ธนาคารกรุงไทยทุกสาขา 
และแอป Krungthai NEXT คลิก
https://info.krungthai.com/ZxFK
*เงื่อนไขเป็นไปตามที่ธนาคารกำหนด
#กรุงไทย #Krungthai #KrungthaiNEXT #KrungthaiDebitCard #บัตรเดบิตกรุงไทย",15,https://www.facebook.com/krungthaibank/posts/pfbid02oT57T1VFXeFRDaLctqbWujUUQv8CJ5w1DPiPpvyhjvzwNY8LMbzzU3T7Axhcy5z3l
post_5387a1707aebb9005dd9e86f102e8038,2023-06-05T20:41:00.000000,"Care for the World : แยกขยะเพื่อโลก
วันสิ่งแวดล้อมโลก ธนาคารกรุงไทย เชิญชวนทุกคน มาแยกขยะเพื่อโลก กับ 4 ขั้นตอนง่าย ๆ  “เท-แยก-ทิ้ง-กําจัด”
1.เท - เศษอาหารและนํ้า – สําหรับทิ้งอาหารที่ทานไม่หมด
2.แยก - รีไซเคิล - วัสดุแห้งและสะอาดที่สามารถเข้าสู่กระบวนการรีไซเคิล
3.ทิ้ง - ขยะทั่วไป - ขยะประเภทอื่น ๆ ที่เลอะหรือไม่สะอาด ย่อยสลายได้ยาก
4.กําจัด - ขยะอิเล็กทรอนิกส์ - เครื่องใช้ ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์
●
มาร่วมเป็นส่วนหนึ่งของการลดปัญหาขยะ เริ่มต้นที่การแยกขยะอย่างง่ายสไตล์กรุงไทยกันเถอะ 
#Krungthai #วันสิ่งแวดล้อมโลก #Carefortheworld",7,https://www.facebook.com/krungthaibank/posts/pfbid0eZbp5e3B4DpzkKxoXGiYRhiyugjzsm2iiKbWtFA2q2Aocb1eafv5N7hGhZq5b1Wbl
post_f58db58ae8c0d42af6b7f4c988b50261,2023-06-05T19:37:00.000000,"กรี๊ดดดด ของจริง ! เหมือนโตมากับเค้า~ ><
จูบสุดฟิน กับ แหวนเพชรเม็ดเป้ง 
ร่วมแสดงความยินดี กับ ณเดชน์-ญาญ่า ค่ะ 
#แอดมายินดีให้กับรักที่สดใส ^^
#Krungthai #กรุงไทย #กรุงไทยEnt #ณเดชน์ญาญ่า",92,https://www.facebook.com/krungthaibank/posts/pfbid02pdz1S8N9AsqWt9MkMogTDLiAMDwck8ArtL8um8vGRaiSv48c5ZX1g95Xg3GPXG7xl
post_4a81c544b97f8e11172c942430382305,2023-06-05T16:00:00.000000,"#แคปคำคมที่โดนใจ คำคมเก็บเงินแบบไหนที่โดนใจสำหรับคุณ แคปมาบอก มีสิทธิ์รับ ‘ชุดของขวัญจากกรุงไทย’ จำนวน 10 รางวัล
กติกาการร่วมสนุก :
1. แคปเจอร์ “คำคมเก็บเงินโดนใจ” จากคลิปวิดีโอนี้
2. คอมเมนต์ใต้ภาพกิจกรรมนี้ พร้อมบอกเหตุผลว่าชอบเพราะอะไร แล้วติดแฮชแท็ก #ร่วมกิจกรรม
3. ร่วมสนุกได้ ตั้งแต่วันที่ 5 มิ.ย. 66 – วันที่ 11 มิ.ย. 66 
4. ประกาศผลรางวัล วันที่ 15 มิ.ย. 66
เงื่อนไข
- ผู้ร่วมกิจกรรมต้องทำตามกติกาให้ครบถ้วน จึงจะมีสิทธิ์ลุ้นรางวัล
- การตัดสินของธนาคารถือเป็นที่สิ้นสุด และขอสงวนสิทธิ์ในการเปลี่ยนแปลงเงื่อนไขกิจกรรมตามความเหมาะสมโดยไม่ต้องแจ้งให้ ทราบล่วงหน้า
- ของรางวัลไม่สามารถเปลี่ยนเป็นเงินสดหรือของรางวัลอื่น ๆ ได้
#Krungthai #กรุงไทย #กิจกรรม #คำคมเก็บเงิน",785,https://www.facebook.com/krungthaibank/videos/1253399642215930/
post_9728c34336d6c6fdcfc8819e71c40464,2023-06-05T12:00:00.000000,"กู้เยอะจนจำไม่ได้จ่ายไม่ไหว รวมหนี้ไว้ที่
“กรุงไทยใจป้ำ” เลย ได้เงินก้อน ดอกเบี้ยต่ำ
สมัครง่ายผ่านแอป Krungthai NEXT
• อนุมัติไว ไม่ต้องมีคนค้ำ
• ผ่อนสบาย เริ่มต้นหมื่นละ 10 บาท/วัน*
• รายได้ต่อเดือน 15,000 บาทขึ้นไป ก็กู้ได้
• วงเงินกู้สูงสุด 5 เท่าของรายได้ต่อเดือน สูงสุด 1,000,000 บาท*
รายละเอียด คลิก >> https://krungthai.com/link/jaipump-fb
สมัครเลย >> https://info.krungthai.com/ilid?extsrc=NT-DGL-FB-KTB-JP
*เงื่อนไขและเกณฑ์การพิจารณาสินเชื่อเป็นไปตามที่ธนาคารกำหนด
#Krungthai #กรุงไทย #KrungthaiNEXT #สินเชื่อออนไลน์ #สินเชื่อกรุงไทยใจป้ำ",580,https://www.facebook.com/krungthaibank/posts/pfbid036PXTAD5o9Ecc3GUUUFaxmke8ivXZwf291dT1qFoeWYGTEDQsWYDDPwrhQsE6wpg6l
post_7e43ec889aa834d65aa13bb6dd580b3c,2023-06-05T09:00:00.000000,"วันนี้!! แอปฯเป๋าตัง พร้อมให้คุณอัปเดตแอปฯ เวอร์ชันล่าสุดแล้ว
เพื่อเพิ่มความปลอดภัยมากยิ่งขึ้น ในการใช้งาน 
#Krungthai #เป๋าตัง #กรุงไทย",50,https://www.facebook.com/krungthaibank/posts/pfbid02v5votSp8wjpyRU1796q85TA68iZFkfbHcJCj89kuTQJSVT5qFYKhs2FS91gMyFKwl
